minmin
2x1024
2567,5789	0,58	2568,1589
2555,1126	0,593	2555,7056
2599,5114	0,598	2600,1094
2610,8496	0,572	2611,4216
2507,9501	0,586	2508,5361
2559,3293	0,595	2559,9243
2576,7436	0,556	2577,2996
2591,884	0,558	2592,442
2510,4277	0,564	2510,9917
2552,5115	0,574	2553,0855

4x1024
2565,166	0,548	2565,714
2555,4526	0,563	2556,0156
2600,7709	0,553	2601,3239
2610,4471	0,546	2610,9931
2512,3058	0,579	2512,8848
2562,7391	0,565	2563,3041
2576,7964	0,554	2577,3504
2598,2877	0,572	2598,8597
2517,0703	0,545	2517,6153
2546,1061	0,596	2546,7021

6x1024
2554,4017	0,549	2554,9507
2568,6206	0,556	2569,1766
2592,889	0,562	2593,451
2616,6625	0,562	2617,2245
2524,5052	0,561	2525,0662
2564,5065	0,565	2565,0715
2563,4571	0,582	2564,0391
2591,9327	0,618	2592,5507
2524,9885	0,553	2525,5415
2545,5182	0,572	2546,0902

8x1024
2563,912	0,547	2564,459
2555,3761	0,563	2555,9391
2605,6062	0,568	2606,1742
2592,0699	0,545	2592,6149
2509,9148	0,562	2510,4768
2554,2879	0,616	2554,9039
2576,8114	0,56	2577,3714
2582,5722	0,601	2583,1732
2513,6424	0,589	2514,2314
2531,7322	0,576	2532,3082

maxmin
2x1024
2562,7035	0,553	2563,2565
2560,1698	0,573	2560,7428
2604,6129	0,56	2605,1729
2606,888	0,624	2607,512
2513,9641	0,567	2514,5311
2562,5635	0,55	2563,1135
2573,4604	0,557	2574,0174
2597,479	0,59	2598,069
2514,0952	0,57	2514,6652
2547,759	0,562	2548,321

4x1024
2562,3824	0,566	2562,9484
2559,8057	0,571	2560,3767
2603,9937	0,562	2604,5557
2606,3412	0,563	2606,9042
2513,6247	0,582	2514,2067
2562,4	0,566	2562,966
2572,8892	0,576	2573,4652
2597,2391	0,596	2597,8351
2513,6373	0,561	2514,1983
2547,5877	0,569	2548,1567

6x1024
2562,6691	0,553	2563,2221
2559,8637	0,589	2560,4527
2604,115	0,56	2604,675
2606,1858	0,561	2606,7468
2513,2722	0,578	2513,8502
2562,3543	0,587	2562,9413
2572,8456	0,573	2573,4186
2597,2744	0,563	2597,8374
2513,5661	0,56	2514,1261
2547,4575	0,558	2548,0155

8x1024
2562,6667	0,549	2563,2157
2559,7808	0,573	2560,3538
2604,1983	0,562	2604,7603
2606,2596	0,571	2606,8306
2513,6001	0,561	2514,1611
2562,285	0,604	2562,889
2572,7913	0,576	2573,3673
2597,5222	0,569	2598,0912
2513,6713	0,573	2514,2443
2547,6578	0,572	2548,2298

fcfs
2x1024
2822,317	0	2822,317
2858,447	0	2858,447
2919,9589	0	2919,9589
2891,8521	0	2891,8521
2796,0983	0	2796,0983
2695,6872	0	2695,6872
2761,8931	0	2761,8931
2906,14	0	2906,14
2773,7014	0	2773,7014
2835,6798	0	2835,6798

4x1024
2799,5859	0	2799,5859
2879,4384	0	2879,4384
2953,1117	0	2953,1117
2872,885	0	2872,885
2782,3561	0	2782,3561
2797,9695	0	2797,9695
2665,398	0	2665,398
2827,0496	0	2827,0496
2719,4604	0	2719,4604
2767,4329	0	2767,4329

6x1024
2544,7163	0	2544,7163
2672,5186	0	2672,5186
2569,871	0	2569,871
2604,0504	0	2604,0504
2508,7537	0	2508,7537
2505,1234	0	2505,1234
2648,6908	0	2648,6908
2668,7987	0	2668,7987
2493,9483	0	2493,9483
2498,2559	0	2498,2559

8x1024
2816,7722	0	2816,7722
2823,7301	0	2823,7301
2935,4787	0	2935,4787
2870,1021	0	2870,1021
2813,4642	0	2813,4642
2781,0829	0	2781,0829
2555,2488	0	2555,2488
2636,6212	0	2636,6212
2642,3294	0	2642,3294
2690,4541	0	2690,4541

